City,Country,WaterPollution,WaterPollution_2001,WaterPollution_2002,WaterPollution_2003,WaterPollution_2004,WaterPollution_2005,WaterPollution_2006,WaterPollution_2007,WaterPollution_2008,WaterPollution_2009,WaterPollution_2010,WaterPollution_2011,WaterPollution_2012,WaterPollution_2013,WaterPollution_2014,WaterPollution_2015,WaterPollution_2017,WaterPollution_2018,WaterPollution_2019,WaterPollution_2020,WaterPollution_2021,WaterPollution_2022,WaterPollution_2023
Korce, Albania,19.84238148825486,27.07915567636834,24.49427309408588,23.899549850523805,25.551498363824464,25.83846737162122,23.115678476987764,23.245775026598785,22.09446448964,23.015510609806043,24.254111544655164,24.20355840504504,22.384647801602,23.377250243346914,22.73373567576537,22.63921159957769,23.889993594725965,22.97240263919452,22.1554507100615,23.3031958422409,21.36626649475621,21.59044228422931,20.239229118019956
Shkoder, Albania,17.80464276473205,34.32327658592854,34.95853131586662,34.44476845491517,35.914659820298816,36.67812751893002,31.721962016125985,31.62947398383109,31.20732235529226,29.074208735956667,26.570559712896333,24.270146368320862,25.844634600003484,22.933462397286256,25.15452086156165,24.177337296169004,23.821378244042315,22.762012549835497,20.528669232562702,19.08201045296397,19.17513338103048,18.25584186206529,18.160735620026692
Vlore, Albania,59.89489014278449,73.09458000331828,71.94809691811943,80.08194315379427,74.86996923154952,76.07454282352965,75.82815800168706,76.37089332295153,73.63184757903831,69.5186293427597,67.53225060777481,65.52743392724861,66.3619667189175,59.38888755998551,58.25491105792006,57.82165277620548,63.24317855636243,61.92998843216057,63.78368769969321,69.22491650790211,69.92187578180832,63.91367514124894,61.09278794564018
Lushnje, Albania,77.42669347440278,86.1862985756179,75.99765933010154,80.55308746965225,86.5042434269465,90.06034707554241,89.54874404403523,79.42556168813107,74.1339330182835,82.34213994007787,85.87877400583135,77.02798383474874,68.64144472320918,73.4666847917212,73.02761576794896,73.55488010069217,67.78203634721376,72.41936268519945,74.36394292178053,77.75314345434221,74.68376912017689,76.9770318420374,78.97522734389084
Burrel, Albania,56.47353737151463,63.572082498371216,63.09386423490428,65.31646622466806,64.4533413991486,60.92838194998625,63.986901945162025,63.65075360806964,63.17100346741484,56.39752325120283,57.6981875155446,63.599631938349525,68.37444585209363,68.08489906060181,63.91929555254814,58.64513466457125,54.50940512183772,48.27251072179882,48.87804597949456,55.89133376687658,56.94515353908103,58.96490539461669,57.60300811894493
Kamez, Albania,69.38593429454694,75.0672332776403,69.70418731511737,64.726551168645,66.80163504734254,63.6072451536724,65.95542153837846,70.25975468135641,69.97428503834246,67.30682238016124,67.23144681303486,62.89353534495929,67.16787547525713,68.04468786684289,66.64083767214142,67.8145387740818,69.44141323129313,65.8731241258168,62.77965076382533,65.2118584207381,72.41604901383556,71.67851421889164,70.77365298043789
Permet, Albania,34.640698718182314,62.13135582081237,62.71107102173181,69.97411630581333,68.70135780536962,71.80846020574361,63.86908931387193,59.913523240424254,57.48612037755788,54.90180903719679,53.47235301552588,55.51969253555769,55.620420526127326,50.13521293363736,48.77675692993554,44.10615454441209,38.48527955556163,39.14748019445724,39.07645256931384,41.23085665096409,39.297544211859176,36.84083721521466,35.33351269254596
Ballsh, Albania,28.759051466903095,59.467546149348415,63.859974524991486,66.29097141786443,63.51731268206197,59.84254360888245,58.77541104790619,54.63353699154949,52.99742052667836,52.57718908582522,52.38562506573499,47.82919299462446,48.31242518991694,45.48548597452741,41.7358960868065,38.272196461569656,41.08330544695437,38.19284625312363,35.88280776448286,32.73273536145318,35.06702985391764,32.75501270300663,29.334232496241157
Algiers, Algeria,44.74408343766335,57.0614864399176,52.95672488752185,48.4268753033307,52.99432339209581,52.7145111635908,47.56093975581644,47.90385797330176,50.11399244287592,44.39285411175055,46.94257244996585,47.27351465347443,47.13814999192326,42.99542384403087,43.01020884198086,43.91495135229095,47.52764644812331,44.17308518069186,43.698832799178135,44.19594097578528,42.85908782758848,45.82983931943128,45.63896510641662
Guelma, Algeria,43.40447458286658,55.92429447582916,50.981805659618665,52.13020182034119,49.36303188428632,47.95313734605151,49.48014774507359,48.311760987537546,44.34761648935551,44.540834440299214,41.45150320106409,41.56896146730708,41.0674687061268,40.46355611893041,39.420953638140816,37.13846137059488,37.89587577099024,36.38262233690248,40.02710013955255,40.11033410234951,41.90245153772023,39.68041370595787,44.272564074523906
Bejaia, Algeria,31.99668705612081,47.98309201418377,46.58459249404421,48.3183386155608,46.68103364433501,46.785839317402285,42.318219220506464,39.5371524546133,40.07155345613426,39.20776920868936,40.24832738068218,39.18940500165801,40.916784342826574,43.91627540431647,43.08428408562276,41.10143431647323,38.64022105311376,40.26006509933022,38.49916036871892,35.20482289819319,31.320614125747984,29.8718065491032,32.636620797243225
Oran, Algeria,43.68931653669367,34.115919938691825,34.609548866876466,35.97063294466833,32.36835827053117,29.745399639169847,30.85802023123095,31.996647293380228,30.23267210863849,28.627020097988115,29.241367498892924,31.87063164746396,33.81997670694421,30.847674825217464,29.409084313358026,30.695821193268216,33.933436549275335,33.469376306903165,36.29502348090276,40.340813591518085,43.97196150909447,46.00406213418057,44.56310286742754
Tlemcen, Algeria,23.97578934362085,38.76965684274796,42.41035275249879,38.77532992711152,34.96906124181072,36.10040032944521,32.84513619347732,34.35992623470886,33.76581203385896,33.81950800472611,34.62015546659011,34.45350819560637,33.584690264030385,31.00649776341464,29.9239155701882,26.95682263000541,27.13956678975837,28.31030471080579,27.62806419645764,28.34812848631585,30.43773080413369,26.495515080398523,24.45530513049327
Constantine, Algeria,72.68866561984929,58.08892231425673,59.83676104133022,61.03483416900115,66.8309449417183,68.937308302255,72.76465442025159,72.01254083264041,67.53729572955476,70.39184982674443,74.7196953057699,81.1421302400994,84.89723009817617,91.83065725154133,97.05588507939004,84.85095254743035,94.00296361372702,92.94166273594868,88.69125763676341,79.43925234640938,86.65950524931641,81.88542026822547,74.14243893224628
Setif, Algeria,57.4032426662685,81.12068010107735,81.19088336791589,78.11902369639076,77.1623486089188,78.03786630573993,75.78478817983115,78.16503706120959,88.68005876950059,95.49095255599714,88.68582388154607,95.1768185004878,75.78751166216706,76.38268801944744,78.31322733184612,78.3775133810691,71.52455528888005,75.20873505714397,65.21053374256066,65.09986170638221,57.341446887921215,58.08212467482624,58.55130751959387
Batna, Algeria,15.279704516429641,26.543275221633564,23.20356029278609,22.81177290390284,22.63072990259467,20.69576441167638,22.90390579550628,22.87224247331233,21.90789707093109,21.45237078140151,19.001917246956182,19.38847981100108,19.294911331749383,17.552255097748066,17.831337714971262,18.492835119830072,18.60869737700265,20.6906270094099,19.01748951420626,17.096682271031028,18.287057353271493,16.68210463985608,15.585298606758235
Bordj Bou Arreridj, Algeria,46.76118358244582,59.23420125833152,61.47862077074862,54.259998915405816,55.0977949120555,52.262232386525575,49.19277550606782,49.603567191249816,47.8737553668214,48.96420542631218,49.83726577248201,45.43815185322325,49.34858825047717,48.88974180431882,49.43230035137089,52.48493322125619,47.44055433490518,48.73088974064747,46.37868760588482,47.429205693737295,48.52270146520224,48.27764349747012,47.69640725409474
Ghardaia, Algeria,61.898574489603924,76.53773713853079,72.62120107238907,77.11527800449329,73.90530457605921,73.37627090934282,78.58438615129305,74.8534619815051,82.16326462714619,83.40216905396963,84.26307458772892,88.73048135851981,94.46530966553702,90.51499501253454,84.96020409227147,88.58296949970935,81.27385946594185,77.32792949860064,72.7616504152561,76.68730427884202,74.30733345649065,68.958672295297,63.136545979396004
Boumerdes, Algeria,27.8998757494439,59.25882748120421,57.61197854244302,57.146019752817786,58.270053528647566,61.40604858025706,58.90172313061294,64.47902324138312,63.80215027501642,56.77483814588617,50.79851398002903,50.38696473362722,51.425113465503685,47.64604161154355,48.551557969441376,47.2436147183586,40.9376632976506,36.41575333346837,34.81661437535469,31.95462157033494,33.03236645728481,32.748272103522375,28.457873264432777
Mostaganem, Algeria,74.41314241001318,70.2319918699189,72.87116831828082,75.04069946140318,72.37587924674673,77.50254149087753,73.3193282102361,74.09196083235524,78.68825832607814,82.5307898522361,76.13297026424864,70.46089806509934,62.71142545557941,58.11583927990992,59.19350169228398,54.14828806041899,54.03201517998794,60.27668704880917,60.65867498065888,69.19249183927433,70.90492107427018,68.92800640856477,75.90140525821344
Tebessa, Algeria,45.15981447032182,59.29008562112241,64.51976208931828,58.81285438010166,56.51036118075574,51.19456795550313,51.72824995153288,55.48320031209936,61.59721289849475,67.05024103167155,65.29629403616715,68.03586368787582,66.09832116402384,67.15807359583737,66.66858441127872,60.598288910524325,61.12394796710262,61.805701004402,56.93767702233669,55.76164337715963,53.03098822711316,51.00576887743084,46.06301075972826
Khenchela, Algeria,61.51424357974482,66.35678491837382,64.74678824318403,67.52459143963499,65.47768422389949,63.23865379861108,61.84571982134221,58.09179869989303,60.38511514589566,59.1789913661913,55.69300653142817,57.42738507651114,63.18245313985102,62.04883576090274,65.89475618907659,72.52906253671073,70.5496710666358,63.30368586479857,62.054378300258,58.38795206522972,59.03885344818337,64.42447236436682,62.74452845133972
Medea, Algeria,41.59521593691784,48.652473839316336,52.70029647852015,57.22525177679898,61.707288244698624,63.44241225425843,69.07232938768263,68.07874035742547,64.68261646463229,60.00258157067344,56.46287244468646,50.48070621679891,53.06065212821505,50.95887302558265,50.65633806472549,44.61566631411585,48.72259311173063,47.2586570465057,42.49744788040962,42.45840990521256,42.49058762218076,43.87081600300017,42.4271202556562
Skikda, Algeria,43.3981850710238,79.48829625623107,69.60045489611322,63.68300607701532,62.74473252117052,65.73986075913092,68.35988863086855,69.97386713863465,67.95896586892643,64.33751671033502,58.16179773377195,57.77560729961698,54.9867342120694,54.22624057785465,52.95178438319064,53.69354231701331,54.49696924134935,54.58814268916313,53.58388920757621,52.62201828072823,53.0949019827784,49.09251932926087,44.26614877244428
Djelfa, Algeria,50.60422675175709,55.77346763717518,58.1146778317498,58.16328882648784,60.969841761666665,66.87843149074195,64.64064196371783,65.16246094938704,60.19416565237373,55.367827617881474,54.75015587442638,51.38778211260188,51.33905646468119,49.93254103363508,53.52825309182901,53.80145361647442,53.18765720003918,53.272161659603206,55.851365904636864,50.9676487666625,50.19549653791699,53.0123857332345,51.61631128679223
Andorra la Vella, Andorra,34.0715398351572,25.739290566639102,25.79238325440455,25.449215873197183,28.325642381318406,30.39498891777708,32.068739854978446,30.739246377605404,30.375931591497075,29.650829164377686,29.630747469568803,32.15882908420814,30.634724101695586,30.450552243288303,33.08595933743906,34.339296207002754,33.810119511259515,33.580115283749805,34.04958567923422,32.148313984902,34.39391729259439,35.688802250875696,34.75297063186035
Encamp, Andorra,12.235816491484236,26.148530681899576,27.612075017534416,25.6998723918554,25.57824965458313,21.86082647576021,20.73910517585152,20.31063742972775,18.448661626034948,17.56529407415541,17.442925237118036,17.516431752520297,18.41093935298363,18.138484322357098,17.771189590779297,18.60231467308704,18.552084342600185,17.223254675151907,15.956568650827286,15.24932015311754,14.06212969412894,12.28816971118006,12.480532821313922
Luanda, Angola,67.00037230997027,83.36264389362627,88.58638297189712,84.6568920892458,88.18567196953305,82.38853325638267,86.31788384101327,84.58143289199114,80.00451985756878,86.43205289731169,87.71804277681025,91.88901368631876,90.2734252642796,96.99281150872244,78.9812877143185,82.03086507802189,76.93955146828274,84.91979871808972,88.69158874786538,83.74083806293987,78.43253522458551,73.87163509767096,68.34037975616968
Buenos Aires, Argentina,30.737749863789674,55.08066649024532,52.09014200954516,51.421283784019096,46.36825740066799,49.67291021449565,50.67203718525104,50.50988217823021,54.050939471746176,54.64479579068222,56.49826906448615,59.91983229165152,53.77898248922501,48.98843326713023,47.31225802118797,44.78945382445969,41.321564015153335,39.93610087186241,36.13523915762887,32.518985194005126,33.62216327719916,34.2949520064217,31.35250486106547
Salta, Argentina,44.967826920802054,56.863196160405984,55.74872218923053,58.72602868247836,57.87972094775356,55.80451344595541,53.59269543485566,46.69764110218967,46.813226347196206,46.662405295917765,49.08987586569414,46.73815191527599,46.07340366625285,51.40249784528714,54.55867307710311,58.73194032096245,63.98060514107778,62.13823238639549,56.58334124029288,51.66794744584478,55.90272781169129,49.40706662186994,45.8671834592181
La Plata, Argentina,59.94684406497785,65.04674462050178,58.87407369408812,53.26194496529708,56.63097495422296,58.54626393959719,57.30672142134911,57.72422565268317,57.15114395398008,59.68041762421467,59.06029173365416,55.65590156634544,54.70073643738882,60.75048685089751,57.86279826776011,57.52138692922848,61.90470834410786,64.12818792985195,63.53827608068402,57.49501040617516,58.93592919111035,57.54989263997263,61.14578094627741
Cordoba, Argentina,42.08172879606603,56.02824651802732,55.40923908415308,54.2717487744097,57.96665684168892,54.82540832283164,47.73822711366216,46.07567089900994,44.72874290146866,40.05042253732392,37.95119707018274,38.68900045571343,38.717969759754496,42.11145210817591,40.72739027370093,43.107630759313786,41.939316511941655,43.700963126748576,47.04381975891459,41.01757772186645,41.06388556192628,39.89157153632411,42.92336337198735
Santa Rosa, Argentina,31.39096545393656,72.68925364238038,71.96528555178979,72.83623712867755,72.55427021098917,63.4414586509609,67.85828298054304,70.03481807404214,59.93649805818651,59.01765114489137,57.00971943248276,55.43785223075386,49.07199245535972,47.83482173012307,48.50753765138323,46.75365785852253,47.99535413808368,43.837577834651,39.0267000050967,35.18305580012793,35.79593893931552,35.07473703831254,32.01878476301529
San Salvador de Jujuy, Argentina,31.91672786035212,48.56909705361025,48.8296601538082,48.261789266576486,43.57240217678791,43.355697349878696,47.30673905615825,47.0142281014231,45.34949201933083,46.63063265629429,49.86938780223583,46.76170245396578,47.39899226484317,48.352926259593424,46.79127442187177,44.55701731967609,40.290167448866704,34.97597120656772,36.14906164133711,37.09885558095637,37.31794683896699,35.13510906950126,32.555062417559164
La Rioja, Argentina,32.97856637105062,48.99733294158905,48.65443025262093,47.099164155645305,45.64273285528255,44.27369936477114,41.12169333662952,39.415377513340495,37.52355990560036,33.98239116341016,32.30162129207137,32.77117741230934,34.006015358286305,33.19412493373055,30.079895903263985,31.411967734675407,32.04067701791208,32.2850087323049,33.26663919915898,33.089101706593205,30.521576390215827,32.206928516599056,33.63813769847163
Mendoza, Argentina,37.642219707257176,51.91126077715074,56.68863333944868,62.508765256539725,63.48613754974205,61.38179055212297,60.20202015064008,52.18754871068592,49.621905846419125,49.96137732212443,51.53324973118542,53.81238064235315,49.12514408609682,53.54533965164012,48.77659307238043,48.6562318496922,49.985021303775135,47.72229190996296,42.47723369204402,40.52380084802095,38.54766848184112,41.59973604416431,38.39506410140232
Viedma, Argentina,72.6587225307456,76.74483696160563,68.93366038422178,68.41179464368648,63.07062233557583,56.053674679551,49.1063319435568,54.74888873400018,49.82038874022155,56.16893608440872,55.1990151196456,54.81264327659307,52.14407289051313,56.30629862394433,53.89792021357147,52.733781592115626,54.113141813127626,59.27643618729049,59.3380458198578,64.87559646355822,71.41123215222719,78.21415072930779,74.11189698136052
San Luis, Argentina,43.44715453523657,52.73316991958743,47.65531083777988,51.28861192854042,53.19538904443609,51.70302417047077,51.545161041431946,52.11914469507555,51.15223094309334,49.647735083591776,46.31702449771405,47.453926367077294,46.650326770917424,48.612579878123206,48.8619145195816,52.03559003303249,47.70917391945364,46.34484028827888,48.17379411642711,49.5853845891164,52.561425098099626,49.08395987086398,44.3160976259413
Santiago del Estero, Argentina,20.696965646732306,24.17946207354718,23.24603406648901,22.81743437176083,21.64299441266806,23.34630842379992,23.624335142884405,25.77417958112456,25.83914730041234,25.65330679246605,26.09039100002556,27.13333158767951,26.261254972898133,25.53213781346829,25.27945462874077,25.271971522166435,26.85642246795452,26.25858627648133,24.56463172015333,23.52176423646768,22.040353310330243,21.421287346353207,21.110904959666954
Bariloche, Argentina,64.57759144167059,44.58069602883719,47.7169998570972,45.80052650370573,45.06321387502661,45.41499546250256,50.93336706257745,52.36207362751445,53.30178687905379,58.39209424671445,56.21642916500027,56.24833908227504,59.49547105094967,61.28987704844952,59.439794762161,61.33907596758532,59.94764542287832,59.26989376347358,59.654124655731785,57.19171802318161,59.82942129335428,62.03462754843083,65.86914327050401
Rosario, Argentina,34.58665791565484,51.03063001426814,50.73189931437173,49.137101800398334,44.39688466104951,44.28775623763858,41.96975294881676,42.22684858080763,42.28434925972348,38.77675564128904,39.73514678295155,37.07431555133076,39.25014551753465,36.600294760236274,41.36261424330738,39.71136769189306,35.97735815229402,37.04580314974122,38.96517550456903,39.382975285888335,37.51038283250461,39.61239275083847,35.27839107396794
Mar del Plata, Argentina,24.21561395167328,37.42372238931376,34.98752332008895,34.08569641765126,33.20097710437048,33.55309686158165,32.10139178679978,30.32321905480089,30.31627722781693,31.28578239426009,31.520244524526653,32.11443314007593,32.54315438342868,32.68746552991251,32.34197258468855,32.47501598748906,28.782854198539525,26.55999469122351,24.76567142296465,23.387766600757256,24.41801439501503,22.488383536587897,24.699926230706748
Bahia Blanca, Argentina,63.090675092076154,58.79801416071992,58.365475519146734,61.75567952762536,58.16772828459579,62.90010569320536,67.48666296743068,74.63236978650612,70.00636964981004,78.72725330135908,70.88122377401108,69.35766093180423,74.18706859320335,73.65537847902692,69.98612446332783,65.21245069785292,62.0703374608277,68.77311104198745,69.17061730241562,67.35832503225652,72.51120348286685,67.70843332176307,64.35248859391768
Comodoro Rivadavia, Argentina,82.74826652882733,56.41311895715874,58.40155258635676,61.39692730804275,61.92428341771153,56.52176703753876,58.7109157128826,57.93110528189002,56.79453826457721,58.94575070923841,59.31429810102426,65.54783607033067,72.49443289162355,66.19355789839595,71.95239671178751,78.24117065686139,79.02646618707665,77.9774866606818,74.57136155704013,79.17887487790871,84.14585017362266,83.6197353473046,84.40323185940387
Lomas de Zamora, Argentina,37.561348143167,33.02605391285668,32.617047411781094,31.24907822593996,30.386301284554524,31.63197899497628,30.79005585786329,30.05788791036668,31.21129599810796,30.29205796328558,28.51103519155833,29.91656840822135,32.341073467865385,32.48161046714982,31.26272595709101,34.63241891072228,32.462225045936854,35.732517291671215,35.68126568696875,33.35057707741283,37.02089126363762,40.50670383959429,38.312575106030344
Quilmes, Argentina,24.125793657427554,26.247563179498425,24.07799355175109,25.21828649332449,24.31765352686138,24.05814639819884,25.719778458820137,23.716658875339185,22.99332601099748,24.63048057116634,25.43099434682464,25.239137105258006,23.36019461108044,23.39539961285384,24.27005011579118,22.58539971253656,22.37648260743952,22.079879095422207,24.55684132055876,25.795575115222835,24.94980252735929,25.39071317216275,24.608309530576104
Avellaneda, Argentina,59.91867894292988,78.82022661649162,72.47147948609374,67.66273201014185,76.05997330491421,79.1083172396504,73.47229646349287,82.67577902083049,82.23134207022781,80.66217712757606,88.5747035767329,83.94667979857768,79.22248590684562,73.74063087208037,68.76119223264305,63.73230183610175,65.65091761757971,69.24260725065656,76.47040843169098,65.62315699653853,69.44720291249969,62.89802285977822,61.11705252178848
San Martin de los Andes, Argentina,57.97556255152189,73.75082479974324,69.8477160201445,64.64066959597716,64.0642501000333,60.26083641694517,67.7175288801028,68.44452307229737,68.64068787099113,64.03428635703989,63.67385369751844,58.414704851699504,59.51860588533808,61.49098504406957,63.39891066494622,64.31136569424106,63.22842631324903,57.50699631915332,54.92777837288253,58.78931037977004,56.96108851713167,58.7524425205261,59.13507380255233
Pilar, Argentina,43.39458756587002,84.03441547673681,82.28468866913266,82.63776900459735,76.3071540637071,69.14394754260053,72.9350935849247,71.51110456146556,67.59767561504948,64.39531292042773,62.21837313384596,54.522932179950985,50.54499489207194,46.90187759673382,46.52415280405192,47.40056033083686,44.83525248861988,41.3773855947784,41.41083090839294,39.35992454936081,39.3900262930289,41.13369682007967,44.26247931718742
San Isidro, Argentina,43.565669457262004,63.198959581370985,63.44255896503213,61.56487619882052,58.30097017824522,59.39896310004847,66.06186106106898,65.29695968220166,58.81031425602512,54.569946221846855,50.91399706566558,50.43975205404588,52.52254430232039,51.072481817625366,50.93548742745462,51.09585784796046,49.29879413469275,48.33771322502881,52.14191922525333,47.72037812107576,45.199168417835175,45.260440240041376,44.43698284640725
Yerevan, Armenia,39.201934779926006,35.275618073048804,39.27813892952903,42.1384202117292,38.8670183399133,35.82708097043254,38.0000799157139,39.52974101971856,37.20271935176784,38.37076362584209,37.677577750269485,37.5741758906053,35.629500266319205,39.34902847798355,41.12400791774259,45.35026651711658,41.767188228840304,37.52166900928909,40.75086804912749,42.921995732537845,45.13844576181201,44.70233196016551,39.985973475524524
Vanadzor, Armenia,62.96559418066699,45.8874161778493,48.7344501458895,49.90732542312462,50.259698774000135,50.47378918001206,50.77603688764137,51.64757595000532,53.35556239985195,50.55818694287874,46.834051745743714,49.08288344635705,51.7696183446751,51.70303006147388,54.442021188648845,58.70121049860576,60.273166548504506,57.63914527030722,60.78868614368556,57.90844947094596,59.7262793694055,61.93508229486642,64.22490606428033
Metsamor, Armenia,47.00404768561992,46.70146232392097,49.84794843989311,54.26229444658118,59.44588864530735,55.46220719675967,53.81356269449223,56.55014400102575,56.30739816302364,54.67107715701474,60.21453353025509,60.62196801420574,53.32809252502941,47.433207549978526,46.49794380304631,51.15862604533736,52.45376902409468,55.85132424087897,62.3289016553484,59.37191241754531,59.36024284177099,52.84456898971285,47.94412863933232
Canberra, Australia,21.148027755739882,18.477115079419683,19.14872406850601,20.67248254292964,22.43246011809451,21.74603820921481,20.137795727394654,21.27824805571617,20.960197480398023,19.912758735500805,21.09132200719493,22.398266736413746,22.97266568319664,25.395644226130702,27.457077863066765,25.990244037592607,25.14331527484612,25.085922722338243,26.47024770284613,25.99245416432388,25.50113488040548,24.70383118977055,21.57098831085468
Sydney, Australia,23.83567233599281,31.43154209481617,31.36867293400049,34.11034370780099,34.28597977398446,31.60603493304725,35.30236532590685,37.455776592400255,33.868867148044195,33.55117917324172,29.960637989133115,30.55082509263513,29.422437971917702,30.16242398865129,29.6803211232044,27.013351363358005,26.833315569888068,25.600279910466103,24.189668648421577,22.55583773245793,22.3438126400993,24.479333174722065,24.312385782712667
Melbourne, Australia,27.682466564814643,26.85159407967567,25.645537759454523,28.98927129211248,28.04167675641946,29.97366253428945,28.93900587796353,29.381105612037484,28.434232388283263,25.93892294876832,28.12429836978712,30.98336846674381,33.91549330420337,33.25248779909224,36.850758481488896,36.25997133703539,36.33684052630085,32.55877105705235,32.12345314378825,30.48600488767168,30.35660455447171,30.412753334534766,28.236115896110935
Perth, Australia,23.48559813900883,28.007778852841987,32.039390335382144,31.113275202839088,33.30669846378744,32.29844850492376,31.195544677437457,29.94384599622825,30.07571961459246,27.57943120223352,27.67353746761449,26.624492101351304,27.220162082926485,26.56020509850846,26.419033238646872,27.09211931894868,25.180858378219188,27.890927825479626,26.048441313319664,23.5299530683314,22.94376117448774,25.41309761854612,23.955310101789006
Adelaide, Australia,22.235270397105513,24.578242312793115,23.73386047928955,23.07500733610956,23.430466027322257,23.236334703203827,22.24205616585489,22.11527026500941,23.00666805640145,24.390380982681087,23.009053036870508,23.63896770597221,24.918103825730565,25.158000094436552,25.486399422783457,25.085522086915564,26.579910885162946,28.725710639301653,27.96314233406205,28.8793064074945,26.73230134422004,24.128357047497577,22.679975805047622
Darwin, Australia,22.80909587714277,28.755045029733022,28.37893671691642,29.671062836447422,29.09664658881856,28.09463574908281,28.16804975825205,25.712192203723472,24.35259027770949,23.498620230223583,21.637905115351465,20.48562130318716,19.151343417608025,18.577343761553664,21.035870842001245,21.674479100342875,22.55299318050167,20.96539925667988,21.46203999626828,22.193923717319382,21.41531244467848,22.77709531761632,23.265277794685627
