City,Country,AirQuality,AirQuality_2001,AirQuality_2002,AirQuality_2003,AirQuality_2004,AirQuality_2005,AirQuality_2006,AirQuality_2007,AirQuality_2008,AirQuality_2009,AirQuality_2010,AirQuality_2011,AirQuality_2012,AirQuality_2013,AirQuality_2014,AirQuality_2015,AirQuality_2017,AirQuality_2018,AirQuality_2019,AirQuality_2020,AirQuality_2021,AirQuality_2022,AirQuality_2023
Korce, Albania,76.9674990957281,79.91475935151658,85.93273223991531,85.0996819838367,85.69024412042297,85.60527082266682,79.43461572058311,75.52279957864624,77.93365250554993,72.59126093154443,74.93006493479461,71.81026905410215,70.27218870639655,64.27971532939375,62.85668437891982,69.44616876119319,72.45657846812955,63.92827431303063,67.4405194001716,73.39009931552602,74.30183146569208,83.65114229820009,78.50684907764267
Shkoder, Albania,39.62136968743698,76.16695546355564,66.92721127629875,64.79168683601011,64.23507220513989,70.66662679759618,73.06042340126528,70.46264249734931,66.08492291760459,64.01096441050854,59.19622091190615,53.17296342349888,47.0802296201982,45.20527866602527,50.69626934753945,49.46080745481547,43.35087280763437,43.20313069204327,45.40295051316829,47.181928344980015,46.6399069223562,42.54134061838232,40.41379708118572
Vlore, Albania,62.131877465706495,71.60953971496397,75.55123868621324,69.40413510628795,70.98089383030798,66.76880237317904,69.1456281799578,67.58216996666908,67.78790255737108,69.19871534137273,68.69182121691095,69.97355426946689,66.20170181487563,63.5408819054742,60.25445173640651,62.8537523949506,64.88954920168693,63.04001193629506,56.47102397752214,55.19200301620892,62.42910207934035,64.83781569442165,63.37451501502063
Lushnje, Albania,51.93958924561614,61.40342134376044,59.346290033704605,58.16724841183574,57.93188496522461,60.49491619730056,57.22276647697484,62.59720817450554,63.20843484662768,63.68390229078,65.8576378892059,60.7005196706969,56.43589263047121,63.17449332581535,60.49120707104477,60.71290299596989,63.99049883554721,60.674537730276725,58.9315488559164,56.32815709522168,52.34185057630271,57.767017961345736,52.97838103052847
Burrel, Albania,55.264084336502336,79.94841546448806,79.86792135267723,77.96604591656724,77.3070240601231,69.22684414286805,61.56528866978247,56.79919278502712,50.18346000390589,51.99911526489416,53.11672057643892,53.08005982837968,53.39783454225884,58.87666571887207,58.41139242095013,59.5996609494387,62.28164722380102,62.31136060368944,56.43234614956528,58.73147767265423,58.05432685242735,56.21337205335778,56.36936602323238
Kamez, Albania,43.117691722170484,50.82288889471258,51.04440359880928,51.03438673066015,46.19096647636989,46.53221582907798,48.710903661610175,45.98436640381921,46.19108644490523,43.7785344893076,47.3343388341944,48.39305610451654,48.71240324081827,44.47963490098288,41.9257992470591,36.96794432229654,38.5403533890997,41.41910954036364,42.524426585908216,44.73802278354038,45.30018778247143,43.65525473045221,43.980045556613895
Permet, Albania,78.37223084887914,77.44302942564026,75.21255884525488,78.81090531466107,76.87710457107707,74.14005069460141,82.1090699924448,77.20418315310074,74.04670388400416,70.56840678200433,61.24750775231127,65.89420729819724,63.58774994389728,69.6670310977952,66.59496158556297,71.5400868528697,73.02957491715054,70.07297086445475,74.39969963139617,79.54100722948698,84.71304549109071,78.52307697706303,79.93967546585672
Ballsh, Albania,46.673593421305235,58.63912353390499,58.96068142193224,61.66246286436541,62.57855506141959,58.57060358452413,55.39788442572071,51.010819676528826,51.22331556868837,47.73724573975058,51.833730026181485,48.67835444694872,49.45978321561821,49.10147425424161,49.23138213509832,51.257991488776085,52.64921595037152,49.14464276055738,49.60600557588315,49.361126968021495,53.56653310445122,52.18613006006602,47.60706528973134
Algiers, Algeria,38.29206980510969,43.73759910115417,48.63951252214115,48.94956805793999,52.59174191152957,50.04812440880048,44.17950012333981,39.114871836891496,36.66899745304783,36.60229381280552,37.44939570020274,37.86412809202064,38.19555144347861,37.30549788492851,35.722775495931195,36.03030533886034,34.57555665843521,36.79319968732386,36.23989661302652,33.35235381392802,37.26100137728623,40.6085209448768,39.05791120121189
Guelma, Algeria,18.121010449486494,23.750379992493368,21.97969644813823,21.203258616451365,20.388634139808666,21.77162634923524,21.842945732238945,19.767342273005,18.961149693302985,20.94188136892182,21.77730709374717,20.89067018810581,20.60819334982533,21.27780324100142,19.84210320602792,20.67867674248288,19.155252561278346,18.704108377566225,17.49304931604064,19.459800918625376,19.11375411636212,19.478925488188857,18.483430658476223
Bejaia, Algeria,85.22955363605429,59.59371040866006,61.795158638992845,55.1207438430972,58.0688664423932,56.51704326776668,54.77492643159642,57.50843355374168,54.545104328292624,54.58968362717355,55.051961935911066,61.3407303529922,62.92096619727558,65.75270748970867,72.46673281939415,82.123000692844,90.9639817409997,81.83003803907862,77.09509024317643,85.42046858371137,85.00613811462958,95.07837896958416,86.93414470877538
Oran, Algeria,63.51385168533072,57.77534383983394,56.2825052733748,55.12618710228726,56.7434829229156,62.85879298119144,65.64419202723728,61.532766282373686,59.8794154825096,56.47613827520945,58.1272296506529,60.2498369582284,61.22331585550145,60.64344208460563,58.35578621599927,63.86443797428448,58.9756157985492,55.8261778028463,61.88440086463617,59.41661749693389,62.14960734297516,58.89607628906602,64.78412871903734
Tlemcen, Algeria,84.7908078849072,65.466546052142,65.32445609353523,66.39743992760978,70.25248555097083,73.91400851776555,80.05418523936281,82.22777110710452,76.88006837316155,80.5669553852718,76.62573129322573,78.33135379700806,76.75399227131768,78.6474496343921,80.46117175885568,81.93860868375428,84.94026372502641,84.16892432931492,92.58689542680632,90.37509020484724,99.17752928094627,84.69753134648136,86.48662404260534
Constantine, Algeria,54.6322871420377,38.38874589430465,38.23981630686265,38.99174829159866,38.24680524477338,37.35587362869222,35.91673249778559,40.45580309235604,38.16985473380819,42.87651615636429,45.68558518565723,50.14581854834877,51.8833003834106,52.22430105855666,47.13161943477535,51.7481986374857,56.9906411808224,60.39194808613967,67.57476631786591,68.36119442415408,61.13624493376871,54.78742413636254,55.72493288487845
Setif, Algeria,53.54087146034057,50.57234638602774,52.77900643694764,57.68768571010741,61.18101455739131,57.166121963030776,56.84320818874131,62.28624664690908,68.85300084440917,74.07598805425545,76.50949294370392,80.09347611245427,82.10423914706853,79.76349556462499,73.44692923447352,72.57096034942444,71.47420248487839,63.40482088922118,62.81235053642463,57.21303934711671,56.45762362186159,58.649007519272224,54.61168888954738
Batna, Algeria,35.42189158942883,79.75437013153214,80.05047320151972,84.31473216195407,76.26063852194936,69.01773233644786,62.85853183384647,55.97286175388823,50.595741158962376,50.67040347198712,49.21301769926448,54.39174040552078,54.92591368543916,48.22495178609756,42.08774654589337,40.3744047248332,39.04366898807435,37.22863601469283,34.78589349701646,34.87619152408679,35.023236160015976,36.89606686512347,36.13032942121741
Bordj Bou Arreridj, Algeria,61.60433769436803,58.43799675320404,52.44343258314691,55.85779869664662,55.30587973580696,58.037343215244334,63.148811482941184,59.43455007413237,61.02869294793027,60.65065591039684,59.162923694457206,61.285352109975626,68.10277147523398,67.4671256680603,61.11481175014189,56.988581959516544,58.23708437336921,57.53395264957122,59.34206923632436,57.68742134329997,56.846165643825486,58.2952343839764,62.836424448255386
Ghardaia, Algeria,58.67179491613177,76.6989724663915,84.85708373493411,89.7202846570318,88.28860730596179,86.4879554401479,82.51550952057525,92.21615202668188,93.30432582517632,83.43309610116656,86.28378457559006,81.31296734614067,84.18536007866821,85.65237450884536,83.64782682138694,74.39002953340028,65.05328421999667,60.82772372425191,59.9556805312417,54.01829684559833,50.396429623326256,55.47596249912541,59.84523081445441
Boumerdes, Algeria,27.718383790924303,34.45574322851476,38.90344087694925,37.47882922398708,40.544302794030486,40.52578761689294,34.714994158657575,32.91054280627505,29.53682712127535,27.866443658039305,27.342834077719225,27.28155995610997,26.829897474226243,26.53824286228315,26.178811307189328,27.68871910734918,29.823489986107827,28.97602353065248,25.75594917454272,26.01326432203752,24.84055086952449,27.3234679851473,28.27275146674279
Mostaganem, Algeria,70.51458551267702,82.87215707762519,78.05860917924493,82.37328155290501,79.24269948824855,80.17186864533285,77.00963908930902,78.45576907537395,80.17203385953395,77.07613371195218,80.15591511116602,76.66586406711205,72.70357232899072,74.16177161343792,75.80586690805156,75.56676388459653,73.58127934339389,71.51697001584647,76.96946118292949,80.80647934064052,76.39028999646325,70.81671181584994,71.92487722293056
Tebessa, Algeria,85.8923727060724,85.11535523354449,88.14384554871039,90.17792343590948,85.85026457668718,91.7990468701844,80.95370763443792,81.43829338521084,83.4243057493482,78.77072318900446,86.99913241874604,94.78314171806562,84.93354338259881,87.51774077626364,87.16381130473353,90.07128253087689,80.4163042292118,85.49300144507737,86.8030008907604,91.16155527818816,83.60040577618739,78.4564172283684,87.61022016019385
Khenchela, Algeria,54.11211984686934,82.57923724734484,85.3448248381668,83.46589971364382,74.65563097624498,68.54867785635477,62.128790945929936,55.525159941643736,56.43190359402581,56.89986675712343,54.819484896938256,53.008249050944855,49.52091966772366,50.44398356882257,50.9463376926496,53.131399761794185,48.29954172003263,49.61349687927731,45.47157011800947,42.08417849516706,46.27393389575757,51.91598889636703,55.19436224380673
Medea, Algeria,25.816228567454345,47.063541361495446,42.35252759118085,39.2358688903816,38.946260245983225,37.73646373439918,39.5399826729854,35.50084345632195,34.643896913898736,32.32559500677161,32.44262539718142,31.11949642624678,32.41827859605171,33.20008339154263,31.162965186239987,31.01599801693808,31.884069583839164,32.5721399483165,31.23929820127351,30.262030575696112,30.52442294544885,27.71431024650738,26.332553138803434
Skikda, Algeria,54.37067413849557,63.11527312356717,65.73473736286772,64.74637367712137,59.15659217216536,56.99871004966751,61.28428880961773,62.240978843692986,57.39710873873176,52.613422683348894,56.04299849707522,57.24914751302167,57.75064231909962,63.03639026129277,60.63847645072672,61.31275446219258,61.816301870926594,64.81304693445851,65.94324725876434,63.08361681291958,65.67155581615764,61.63032317943365,55.458087621265484
Djelfa, Algeria,69.50146481079177,57.26137668390801,62.61708659971508,58.54728949031686,58.52657626176102,57.17472812828686,54.68627060074391,56.38277081054388,50.39277018982743,50.22729455965421,54.04247360658833,56.854585696432565,62.94554224145242,64.75780004297302,73.47944917907246,79.23101526332805,74.50357678576417,65.82286871918849,64.88556332564782,73.79293387736524,73.8863702048375,71.17684729838,70.89149410700762
Andorra la Vella, Andorra,32.91825811268956,38.47626048070336,35.64123256292243,33.57883804056357,36.905714763626975,38.92216211405231,38.85004747655279,43.117327474634855,40.77110187765784,41.40824640359468,41.82235859487128,38.19508079816867,36.95193182825584,36.90720897485191,32.4686683965503,30.9071496406934,30.652957367653137,34.00837707985326,36.7067315562612,34.98904602563317,38.24045247855845,36.83628920599195,33.57662327494335
Encamp, Andorra,39.16761758261371,51.49904626253359,46.92582610664207,45.46524624497688,42.64824819273919,43.35121027147127,40.15396289193304,41.757774437112026,42.06431108069552,44.82111028933162,41.31309822598854,44.84624325000862,45.40800596176185,44.66478472785808,44.77705259863079,43.06413860801171,43.48996715501745,42.9406216539455,45.037460101962665,41.55582808114565,36.444337491022544,38.06712321551312,39.950969934265984
Luanda, Angola,9.017188249067999,13.3784647563539,13.238136814336189,12.20053123492884,11.035969672417265,11.139239517645276,12.012778785376996,11.8412287143594,11.48393946786338,11.52969246776198,11.577164610508657,10.559251168289231,9.996907913863444,10.006587495842052,9.42503581580205,10.477473886716684,10.197193863743532,10.50473714375098,9.963106398394844,10.536423880983872,9.51550634571218,9.801185191748653,9.19753201404936
Buenos Aires, Argentina,32.21070609375361,50.93966247552176,47.73497010140641,44.05830542845756,41.115461283788505,37.8716664795932,35.752724965069845,38.73957828063382,39.38669151203154,37.56639387119857,33.401322492239,33.19913347984182,32.75187908321308,31.75218812555037,29.800256303416003,27.594243412461296,30.51319924756736,32.1336172704026,31.6211396274766,32.09190049197713,33.995648047471875,32.10683099942302,32.85492021562868
Salta, Argentina,58.80433801247514,57.79164804788472,61.99372669972201,57.0676246690254,57.94891560777179,56.662577719233646,58.02974956362985,59.6258700051146,60.70690902677285,61.849438547600215,56.48291614858725,58.51488614877288,54.90730579748326,54.70675764750988,50.46498635135213,49.71175349758029,48.43661210210935,49.583213755239946,46.04573230970675,51.14167386885568,53.87404200574635,57.77049325402543,59.980424772724646
La Plata, Argentina,25.909418441354102,39.453681292624246,34.63696268519163,35.00578613951674,32.609916214217144,33.09535243723796,32.010931597987586,32.41725448314838,29.61701131802606,32.077988967965595,30.915740670942856,29.691572589722703,27.14940342107682,29.64524974686812,27.404344845799727,27.7088915341695,27.86546921900897,26.476518176868275,25.70010026341511,25.63422011426879,25.502393900785204,26.85329631784279,26.427606810181185
Cordoba, Argentina,29.264122052707567,37.72145508926194,39.49538201979424,39.35564329012114,35.798579022636446,31.66375530891701,35.27371902095393,34.78750603277188,32.32887993492566,32.83959275156827,34.80143257719623,34.000012223172604,30.27250645549002,30.71435930202209,28.89899919061997,28.872039020640496,29.31198429543334,30.053403930365217,31.8670278374254,30.569459407839297,30.78017511413839,29.862801609732006,29.849404493761718
Santa Rosa, Argentina,48.17584101271683,75.59288599781299,73.85552447052916,66.14155230426753,62.61102019078429,59.552825199520974,63.98291809989408,67.00434428100826,65.83283058737948,65.0021433111228,67.14403307657739,69.86414894070846,71.63301221889573,67.0246729665918,63.048298386814,57.21322449359625,60.6694083925759,55.40119149008158,52.567289122649576,46.37704273534507,45.93809273658725,46.70267370170567,49.139357832971164
San Salvador de Jujuy, Argentina,44.94364386900321,76.89618498182726,77.39301946740959,75.66629394842796,74.10619898892645,70.92423201310699,66.9651680366998,69.77694991021183,75.61231722658123,81.03030085752998,76.54026587920356,72.47977053625372,72.0322273808534,76.1666400214284,75.13936579317088,72.75165045883014,76.55592886919264,69.60859115478725,65.39706803162507,62.13725094092403,54.527102263564586,49.60334786050611,45.842516746383275
La Rioja, Argentina,87.17898307761881,78.85112675576421,76.70930016066252,85.91116106377818,95.36721642449628,85.3891981179349,77.81977089030482,69.73591234414062,68.5310152534417,68.39384857587183,63.97107650348225,63.953357396737,64.4704100809945,69.22573463719935,65.94131071620079,68.96856300800395,75.8422005406048,75.93963281531997,79.09669758768628,80.48391274262568,80.71743098348585,90.58038447896706,88.92256273917118
Mendoza, Argentina,69.30703989317524,65.69249113483097,66.27401023097096,70.41975587064186,68.9556420752063,64.14785889212925,62.59813312439954,60.733654751104446,65.45799206146103,68.89530055378886,73.48096897757739,79.1120129457197,76.50873660090649,78.91968029500151,89.56888764490124,93.43235117046032,81.7139346995867,74.46585412007006,68.94834127162564,65.0194643372139,65.48250450903001,68.09477711067419,70.69318069103875
Viedma, Argentina,69.27989446842274,80.4710136409521,76.02923356730774,79.47352854090731,79.00195821637729,70.00001105447438,70.93953124149893,67.07750313717742,67.65450065883307,66.44804622995454,59.45617579877024,60.77669161755533,60.90946919317392,61.11105372365448,63.76751445189574,66.6108398102601,70.00392653906782,69.84227295115481,71.43877184833589,64.6109064449107,64.77677037923237,66.26425405571612,70.6654923577912
San Luis, Argentina,76.54268349652202,83.32620710166367,78.76021211963979,80.65722682513065,81.90677101310521,79.49381475415072,77.07712038307075,74.51582835718219,71.1716235486611,70.75445859847457,72.01582957004275,65.31405164573711,67.15842924220274,66.57981258695317,70.99226315545846,75.0187049345849,78.71178176252549,83.79705294377433,73.79923859863243,73.63371672573948,77.18367763383435,79.18745264579911,78.07353716645245
Santiago del Estero, Argentina,46.25862764536674,77.07746599629947,76.68838519942568,79.60207113354508,71.4872287446882,78.26420064894074,74.04164692174702,69.10341493191875,67.9504178091135,60.52983472401655,57.32585801724824,56.34168809244631,57.52145292234617,58.03142722713272,57.89548135017988,55.54169356656412,52.01096164177664,53.20149830213912,55.10027008719619,59.278781851589166,52.10487750772575,51.920787947819264,47.18380019827407
Bariloche, Argentina,59.12721838877191,87.47550657561358,86.09556964320798,81.89335520060537,87.99905889270383,85.95342025743848,84.05812887632021,85.97599617991469,87.3428789070278,91.06115648697094,90.03176640894654,86.68707445437151,86.5207734106932,86.99147824980147,92.7422496551638,86.76663159087046,80.6763996492116,74.62336689948087,71.33480694733753,68.72333473591196,68.0174027055897,67.85528877453407,60.30976275654735
Rosario, Argentina,52.059314115625675,63.58655569024843,64.03115073735701,61.32712037585208,61.32762601742829,60.70411399802312,57.44363473683146,53.37855175460757,54.25887452926405,56.93420789509399,55.987882965234014,57.76280845668724,55.3434358062361,56.04220925439478,48.698336411633576,48.28530207054365,50.33140819590224,49.0745834550958,49.6152781102622,47.12191644090413,47.15572658459425,51.64014097131484,53.10050039793819
Mar del Plata, Argentina,81.58277346519229,87.18576020992683,83.99307204640745,89.97857464111311,87.50579013024951,93.50590069606528,81.30655457543293,85.92737694604659,88.1766342275607,80.3515459104587,82.26603677743752,83.36184064572,72.61550357526514,78.52100759442476,81.09454891894555,77.98061718090052,77.58848522605639,81.38769387140067,77.09042210790628,75.7348099484842,81.99380062425301,78.53536485862142,83.21442893449614
Bahia Blanca, Argentina,49.56774019231948,62.060930062642,63.30780043959304,67.48828101262941,64.01514922844363,59.43714023214577,59.65654898000889,56.09647516237942,50.43880870760934,48.27109352657059,45.211923526607926,44.80346668029168,50.42880679181013,48.39567533587693,43.82862154286696,40.9776256782153,40.61608506095468,40.31721319694264,41.90364936340974,41.6194888145986,44.302758878854505,45.15656250882018,50.55909499616587
Comodoro Rivadavia, Argentina,69.68831892690784,91.55121566569818,84.11283417398211,78.44128950770649,77.86553683223183,82.55722392899763,75.07757920612131,72.50936744891091,75.19672370041482,79.39386040604735,71.97806118160577,72.37537928866163,70.4347929277843,67.46242782931881,71.87901635844331,72.94486108255842,71.20019867889131,69.30764623115228,74.49275988990156,80.6640041568828,72.7251027661551,77.63595891968566,71.082085305446
Lomas de Zamora, Argentina,38.56526969383351,57.79592056337867,62.18125895587814,67.79514428794386,66.55598137194744,64.48429854928033,63.32850339650563,66.12706780534663,70.17313699478689,69.04681188454276,70.37834327725642,67.05042051678187,59.97887857796316,54.754905488576846,48.3944135515824,44.022191906673854,41.849303794449895,44.36074484862221,43.25086386161704,40.98468314127613,41.50810855313992,42.89296119551312,39.33657508771018
Quilmes, Argentina,13.937659449441224,25.965017795659207,26.94804570687264,28.04687881349983,26.414757115792764,25.49722490824814,23.04396173127302,22.18809234656946,24.828695670185983,23.248065580928145,22.52457993239736,23.07928981061801,20.64043012840215,20.347271209677043,18.464085207351143,20.285903185914822,19.233460685570005,18.458322145719844,16.32470688893115,16.243744678369758,15.38552937560747,14.55280843211296,14.216412638430048
Avellaneda, Argentina,54.92050171318056,55.93698761783911,55.60635770287271,62.21201193244109,57.4021705521371,59.78745796654448,61.601543931288624,57.8812890263188,60.289318257805725,61.75402941071526,64.41247469806936,67.65384758032373,74.608388529427,69.5885248588869,62.76307655272692,58.22953583156156,55.81407892747865,55.81592245991192,57.317556869989005,56.45250142779612,59.374891071145214,59.31800682315325,56.01891174744418
San Martin de los Andes, Argentina,71.98465656064323,77.70525984845841,68.6660915410802,66.47943698947742,72.95471892454508,70.81959540960527,74.87016803528292,78.6803819761501,78.83130499217455,83.38059289010577,84.66567245828257,74.65300837897988,75.39227300330344,77.33770289382572,69.34343379185252,75.51816528092566,84.82796112644344,89.57401793915001,84.5912086651751,86.00811336728256,79.30449689677042,77.5594422505316,73.4243496918561
Pilar, Argentina,75.64252693381565,73.01566411366532,70.24983248195701,74.05060843289286,80.61346194877814,88.15338620203019,90.16396948103493,85.43804879096156,84.81483662231537,84.0179257414117,82.19847205380663,71.78796146961137,70.1379808479739,79.14478121025309,80.30306277220782,77.76423966279648,80.98476117241935,78.00273509972388,78.17459025358464,76.72902136488109,78.46428933305407,79.47274959585077,77.15537747249196
San Isidro, Argentina,83.84349896875962,84.99784938775474,82.14663797355398,82.94748456516923,89.29110158220936,91.68353997752398,81.89271343381677,78.10995402486155,87.49239780357141,85.36154844252515,88.24288135443024,93.14439442771037,87.50674443361386,83.65849463463229,82.91714097726681,77.23012162474708,83.48594872728435,82.13634762845712,82.51101980377835,91.45638765548853,91.8724447498745,85.05413979758868,85.52036894813482
Yerevan, Armenia,36.10427613574331,47.201580616354384,43.98234695177086,43.46888895531696,45.22921806714431,43.828819590115856,40.56570528580136,44.63355649724076,47.861722150424974,47.6308890872518,43.08663173260125,43.59400159230934,42.56749609075458,37.71041741714166,37.96208250500919,38.53187191117424,37.578616982654296,36.60344955431152,34.67091435570385,35.54226542625874,35.45273712307712,36.057655195535474,36.82636165845818
Vanadzor, Armenia,32.07676297699584,27.9958481522316,29.765179418983816,29.322936297364887,27.077421556427108,28.712726635183085,30.92324818048364,29.974619881646344,28.69676124784401,25.394367147741143,25.95336229761416,24.335657541287738,25.928498278460623,26.642775235202983,27.59158754002945,30.38523899607793,31.06638170684416,30.791578378161923,28.21523650228185,30.73701566291938,32.25562274997387,35.04453859389874,32.71829823653575
Metsamor, Armenia,51.79050266916658,62.72686078327201,66.48771733055582,60.06411310710534,55.03528171086055,50.53373081130902,53.312275612644655,57.26423693641988,52.25902713934416,52.53424174251296,55.88142055666639,60.7768227640758,57.36926581747121,55.282817575790034,54.43209948861075,51.30500093741381,52.51495143406121,53.13680784818995,51.86811830295658,50.10498643814174,51.86089869639436,56.670068765717474,52.82631272254991
Canberra, Australia,78.83553174846617,85.77895956420667,88.024617828584,95.06896765524014,85.59650692350216,84.47167524926628,83.59358334105771,80.43239853723972,74.94839441541096,68.47965180261893,64.61556836636063,61.57635523359348,58.16510709889463,53.560433247084624,56.45768906387472,57.80671833945609,61.79222345019649,65.49191654123986,70.20097538523054,74.90237759473997,82.42815800232692,84.77052752549562,80.4122423834355
Sydney, Australia,45.34725663988027,75.99472962219534,85.09804829032674,76.44216865759135,72.36868996856016,68.68350179566913,70.68942170759523,68.63169360812307,67.09637041802876,69.87829442550954,66.49692037580975,66.08783799363714,70.95661265471668,65.42131820842353,67.31361239603262,66.82098348164564,65.84631722952845,64.12032670017949,62.59228904102197,56.4153877050559,53.001540095016935,49.91291620373046,46.25420177267788
Melbourne, Australia,41.304268840900555,72.67448393078834,67.68384165589995,64.52386571755258,58.73012067331363,59.6967726039568,61.76824224823879,61.41598748359437,60.42260226954304,59.46740079990009,58.77155079354532,58.6412184683398,64.51408815989616,61.71462880299627,55.78174284870154,60.98373511300203,56.37363260824511,52.11590879804289,52.13702909971237,52.65349830024791,46.11677109973513,42.52289692062271,42.13035421771857
Perth, Australia,49.69370951679866,87.59188684170793,88.30928715052274,91.80240956984454,74.54710708178474,77.29275040693064,79.83684941155853,76.71347251949784,77.79888929929972,81.54205495168362,84.31383486060575,76.64566784432009,68.71681748775397,65.93305004376073,64.227274176734,61.66611732400754,60.44002002898035,59.14379590459024,59.05252236438389,54.64044440217039,56.47142706241884,49.667823221927335,50.687583707134635
Adelaide, Australia,58.38662048687854,94.46865598294006,87.94723984265786,85.72363518886829,85.63817651734104,88.74158307144279,83.10724916864949,74.45177169369053,73.64684443885263,71.23771326748995,70.81144745661457,77.88699256199062,79.3247422216607,74.44568072904724,70.54325916738708,64.70082735750997,68.60928448908123,66.71339427584665,66.23331159655878,58.48928812259605,57.026302995183,58.33493402988484,59.554352896616116
Darwin, Australia,66.98288900362031,93.35747719762082,84.09051651626193,83.2737169182811,81.19525613886644,76.35038630514151,78.60277751715263,77.42003473124616,82.2621489109035,78.4186355223074,77.42520336597246,76.51379725837131,80.29431420915908,88.94735206068779,94.43850711403203,84.63877235452658,81.15554475547046,81.10302913035812,79.24253705167553,73.78696682512147,65.85013483501082,69.2645474715147,68.32254678369273
